Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2014,04/03/2014,3.3,3.3,MINOR,FastDateParser does not handle two digit year parsing like SimpleDateFormat. Fixes LANG-950.,chas,,,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,FastDateParserTest.testParses does not test FastDateParser. Fixes LANG-949.,chas,Test,,Increase test coverage,Quality assurance,,
2014,04/03/2014,3.3,3.3,MINOR,Fix deprecation warnings. Fixes LANG-940.,britter,,,Fix warnings,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,"EnumUtils.generateBitVector needs a ""? extends"". Fixes LANG-819.",mbenson,,"Add ""? extends""",Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,Validate: add inclusiveBetween and exclusiveBetween overloads for primitive types. Fixes LANG-834.,britter,,,Add method,Add support for a new feature,,
2014,04/03/2014,3.3,3.3,MINOR,New RandomUtils class. Fixes LANG-900. Thanks to Duncan Jones.,britter,,,Add functionality,Add support for a new feature,,
2014,04/03/2014,3.3,3.3,MINOR,Wrong locale handling in LocaleUtils.toLocale(). Fixes LANG-915. Thanks to Sergio Fernández.,britter,,,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,Add IBM OS/400 detection. Fixes LANG-966.,ggregory,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2014,05/01/2014,3.2,3.2.1,PATCH,,,,,,,,
2014,05/01/2014,3.2,3.2.1,PATCH,Fix missing Hamcrest dependency in Ant Build. Fixes LANG-937.,britter,build.xml,,Fix dependency,Update dependency,,
2014,05/01/2014,3.2,3.2.1,PATCH,-,,,,Fix failing build,Bug fix,,
2014,05/01/2014,3.2,3.2.1,PATCH,Test failure in LocaleUtilsTest when building with JDK 8. Fixes LANG-941.,britter,Test,Adapt to newer Java version,Fix failing tests,Bug fix,,
2014,05/01/2014,3.2,3.2.1,PATCH,"Test failure in FastDateParserTest and FastDateFormat_ParserTest when building with JDK8. Fixes LANG-942. Thanks to Bruno P. Kinoshita, Henri Yandell.",britter,Test,Adapt to newer Java version,Fix failing tests,Bug fix,,
2014,05/01/2014,3.2,3.2.1,PATCH,Build fails with test failures when building with JDK 8. Fixes LANG-938.,,Test,Adapt to newer Java version,Fix failing tests,Bug fix,,
2014,05/01/2014,3.2,3.2.1,PATCH,-,,,Adapt to newer Java version,Fix failing build,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,,,,,,,,
2014,01/01/2014,3.2,3.2,MINOR,Add removeFinalModifier to FieldUtils. Fixes LANG-934.,mcucchiara,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Method returns number of inheritance hops between parent and subclass. Fixes LANG-863. Thanks to Daneel S. Yaitskov.,sebb,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Spelling fixes. Fixes LANG-932. Thanks to Ville Skyttä.,sebb,JavaDoc,"Fix spelling in comments, strings and JavaDoc",Stylistic improvement,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,Misleading Javadoc comment in StrBuilderReader class. Fixes LANG-931. Thanks to Christoph Schneegans.,britter,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,OctalUnescaper tried to parse all of \279. Fixes LANG-929.,,exception,NumberFormatException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,OctalUnescaper had bugs when parsing octals starting with a zero. Fixes LANG-928.,,,,Fix parsing,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"EqualsBuilder returned true when comparing arrays, even when the elements are different. Fixes LANG-905.",,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"Added isStarted, isSuspended and isStopped to StopWatch. Fixes LANG-774. Thanks to Erhan Bagdemir.",,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Fixed exception when combining custom and choice format in ExtendedMessageFormat. Fixes LANG-917. Thanks to Arne Burmeister.,,exception,IndexOutOfBoundsException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Added StringUtils.isBlank/isEmpty CharSequence... methods. Fixes LANG-848. Thanks to Alexander Muthmann.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,"Added ArrayUtils.reverse(array, from, to) methods. Fixes LANG-926.",ggregory,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,"StringUtils.toString(byte[], String) deprecated in favour of a new StringUtils.toString(byte[], CharSet). Fixes LANG-795. Thanks to Aaron Digulla.",,,,Deprecate method,Deprecate functionality,,
2014,01/01/2014,3.2,3.2,MINOR,"RandomStringUtils.random javadoc was incorrectly promising letters and numbers would, as opposed to may, appear. Fixes LANG-902. Thanks to Andrzej Winnicki.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,BooleanUtils.xor(boolean...) produces wrong results. Fixes LANG-921.,britter,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,StringUtils.normalizeSpace now handles non-breaking spaces (Unicode 00A0). Fixes LANG-910. Thanks to Timur Yarosh.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Redundant check for zero in HashCodeBuilder ctor. Fixes LANG-804. Thanks to Allon Mureinik.,britter,,Remove redundant check,Code refinement,Performance improvement,,
2014,01/01/2014,3.2,3.2,MINOR,StrSubstitutor now supports default values for variables. Fixes LANG-893. Thanks to Woonsan Ko.,oheger,,Add support for default values,Add constants/variables,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Adding .gitignore to commons-lang. Fixes LANG-913. Thanks to Allon Mureinik.,britter,.gitignore,,gitignore,Support for external development tool,,
2014,01/01/2014,3.2,3.2,MINOR,"Add ObjectUtils.toIdentityString methods that support StringBuilder, StrBuilder, and Appendable. Fixes LANG-837.",,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,BooleanUtils.toBoolean(String str) javadoc is not updated. Fixes LANG-896. Thanks to Mark Bryan Yu.,,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,"LocaleUtils test fails with new Locale ""ja_JP_JP_#u-ca-japanese"" of JDK7. Fixes LANG-879.",,Test,,Fix failing tests,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,StrSubstitutor does not support StringBuilder or CharSequence. Fixes LANG-836. Thanks to Arnaud Brunet.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Method createNumber from NumberUtils doesn't work for floating point numbers other than Float. Fixes LANG-693. Thanks to Calvin Echols.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateFormat does not use the locale specific cache correctly. Fixes LANG-887.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Simplify FastDateFormat; eliminate boxing. Fixes LANG-884.,,,,Code simplification,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,LookupTranslator now works with implementations of CharSequence other than String. Fixes LANG-882.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,ClassUtils.getShortName(String) will now only do a reverse lookup for array types. Fixes LANG-754.,,,embedded objects are not toString-ed like top-level objects,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"Added CharSetUtils.containsAny(String, String). Fixes LANG-886.",,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Provide CharSequenceUtils.regionMatches with a proper green implementation instead of inefficiently converting to Strings. Fixes LANG-846.,,,,Avoid unnecessary storing large Strings,Memory improvement,,
2014,01/01/2014,3.2,3.2,MINOR,Added escape/unescapeJson to StringEscapeUtils. Fixes LANG-797.,,,,Add functionality,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Added appendIfMissing and prependIfMissing methods to StringUtils. Fixes LANG-875.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,NumberUtils.createNumber() Javadoc says it does not work for octal numbers. Fixes LANG-881.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,Fixed URLs in javadoc to point to new oracle.com pages,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,Add StringUtils.LF and StringUtils.CR values. Fixes LANG-870.,,,,Add constants/variables,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Add FieldUtils getAllFields() to return all the fields defined in the given class and super classes. Fixes LANG-873.,,,Add getters,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,LocaleUtils.toLocale does not parse strings starting with an underscore. Fixes LANG-865.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,StrBuilder should support StringBuilder as an input parameter. Fixes LANG-835.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,StringEscapeUtils.escapeJava() and escapeEcmaScript() do not output the escaped surrogate pairs that are Java parsable. Fixes LANG-858.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,StringIndexOutOfBoundsException in CharSequenceTranslator. Fixes LANG-857.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Code refactoring in NumberUtils. Fixes LANG-856.,,,,Code refactoring,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,NumberUtils#createBigInteger does not allow for hex and octal numbers. Fixes LANG-855.,,,,Add functionality,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,NumberUtils#createNumber - does not allow for hex numbers to be larger than Long. Fixes LANG-854.,,,,Add functionality,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,StringUtils join APIs for primitives. Fixes LANG-853.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateFormat and FastDatePrinter generates Date objects wastefully. Fixes LANG-849.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2014,01/01/2014,3.2,3.2,MINOR,Spelling fixes. Fixes LANG-845.,,JavaDoc,"Fix spelling in comments, strings and JavaDoc",Stylistic improvement,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,Fix examples contained in javadoc of StringUtils.center methods. Fixes LANG-844.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,Add StringUtils API to call String.replaceAll in DOTALL a.k.a. single-line mode. Fixes LANG-841.,,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,ArrayUtils removeElements methods use unnecessary HashSet. Fixes LANG-839.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2014,01/01/2014,3.2,3.2,MINOR,ArrayUtils removeElements methods clone temporary index arrays unnecessarily. Fixes LANG-838.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateParser does not handle unterminated quotes correctly. Fixes LANG-832.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateParser does not handle white-space properly. Fixes LANG-831.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateParser could use \Q \E to quote regexes. Fixes LANG-830.,,,,Code simplification,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateParser does not handle non-Gregorian calendars properly. Fixes LANG-828.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateParser does not handle non-ASCII digits correctly. Fixes LANG-826.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"Create StrBuilder APIs similar to String.format(String, Object...). Fixes LANG-825.",,,,Add method,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,"NumberUtils#createNumber - bad behavior for leading ""--"". Fixes LANG-822.",,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"FastDateFormat's ""z"" pattern does not respect timezone of Calendar instances passed to format(). Fixes LANG-818.",,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Add org.apache.commons.lang3.SystemUtils.IS_OS_WINDOWS_8. Fixes LANG-817.,,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,StringUtils.equalsIgnoreCase doesn't check string reference equality. Fixes LANG-813.,,,,Fix regression,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"StringUtils.join() endIndex, bugged for loop. Fixes LANG-810.",,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,RandomStringUtils throws confusing IAE when end <= start. Fixes LANG-807.,,exception,IllegalArgumentException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,"RandomStringUtils.random(count, 0, 0, false, false, universe, random) always throws java.lang.ArrayIndexOutOfBoundsException. Fixes LANG-805.",,exception,ArrayIndexOutOfBoundsException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,LocaleUtils - unnecessary recursive call in SyncAvoid class. Fixes LANG-802.,,,Reduce method calls,Code refinement,Performance improvement,,
2014,01/01/2014,3.2,3.2,MINOR,Javadoc bug in DateUtils#ceiling for Calendar and Object versions. Fixes LANG-800.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,DateUtils#parseDate uses default locale; add Locale support. Fixes LANG-799.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Use generics in SerializationUtils. Fixes LANG-798.,,,Use generics in SerializationUtils,Change implementation,Code redesign,,
2014,01/01/2014,3.2,3.2,MINOR,SerializationUtils throws ClassNotFoundException when cloning primitive classes. Fixes LANG-788.,,exception,ClassNotFoundException,Handle exception,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,StringUtils equals() relies on undefined behavior. Fixes LANG-786.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Documentation bug: StringUtils.split. Fixes LANG-783.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,jar contains velocity template of release notes. Fixes LANG-777.,,,jar contains velocity template of release notes,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,TypeUtilsTest contains incorrect type assignability assertion. Fixes LANG-776.,,Test,,Fix wrong test assertion ,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,TypeUtils.getTypeArguments() misses type arguments for partially-assigned classes. Fixes LANG-775.,,Test,,Fix failing tests,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,ImmutablePair doc contains nonsense text. Fixes LANG-773.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,ClassUtils.PACKAGE_SEPARATOR Javadoc contains garbage text. Fixes LANG-772.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,EventListenerSupport.ProxyInvocationHandler no longer defines serialVersionUID. Fixes LANG-765.,,,Remove unnecessary variable,Code simplification,Maintainability improvement,,
2014,01/01/2014,3.2,3.2,MINOR,StrBuilder is now serializable. Fixes LANG-764.,,,Add support for serialization ,Add functionality,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,Fix Javadoc Ant warnings. Fixes LANG-761.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,NumberUtils does not handle Long Hex numbers. Fixes LANG-747.,,,,Fix wrong implementation,Bug fix,,
2014,01/01/2014,3.2,3.2,MINOR,Javadoc bug in static inner class DateIterator. Fixes LANG-743.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,01/01/2014,3.2,3.2,MINOR,Add Triple class (ternary version of Pair). Fixes LANG-675.,,,,Add functionality,Add support for a new feature,,
2014,01/01/2014,3.2,3.2,MINOR,FastDateFormat supports parse methods. Fixes LANG-462.,,,,Add functionality,Add support for a new feature,,
2011,14/11/2011,3.1,3.1,MINOR,,,,,,,,
2011,14/11/2011,3.1,3.1,MINOR,"Add API StringUtils.toString(byte[] intput, String charsetName). Fixes LANG-760.",,,,Add method,Add support for a new feature,,
2011,14/11/2011,3.1,3.1,MINOR,Add an example with whitespace in StringUtils.defaultIfEmpty. Fixes LANG-758.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2011,14/11/2011,3.1,3.1,MINOR,Add APIs ClassUtils.isPrimitiveWrapper(Class<?>) and isPrimitiveOrWrapper(Class<?>). Fixes LANG-756.,,,,Add method,Add support for a new feature,,
2011,14/11/2011,3.1,3.1,MINOR,Fix createLong() so it behaves like createInteger(). Fixes LANG-752.,,,,Fix wrong implementation,Bug fix,,
2011,14/11/2011,3.1,3.1,MINOR,Include the actual type in the Validate.isInstance and isAssignableFrom exception messages. Fixes LANG-751.,,exception,Improve exception message ,Code refactoring,Maintainability improvement,,
2011,14/11/2011,3.1,3.1,MINOR,Incorrect Bundle-SymbolicName in Manifest. Fixes LANG-749.,,pom.xml,Incorrect Bundle-SymbolicName in Manifest,Fix dependency,Update dependency,,
2011,14/11/2011,3.1,3.1,MINOR,"Deprecating chomp(String, String). Fixes LANG-748.",,,,Deprecate method,Deprecate functionality,,
2011,14/11/2011,3.1,3.1,MINOR,NumberUtils does not handle upper-case hex: 0X and -0X. Fixes LANG-746.,,,,Fix wrong implementation,Bug fix,,
2011,14/11/2011,3.1,3.1,MINOR,StringUtils throws java.security.AccessControlException on Google App Engine. Fixes LANG-744.,,exception,AccessControlException,Handle exception,Bug fix,,
2011,14/11/2011,3.1,3.1,MINOR,Ant build has wrong component.name. Fixes LANG-741.,,default.properties,Ant build has wrong component.name,Fix dependency,Update dependency,,
2011,14/11/2011,3.1,3.1,MINOR,CharUtils static final array CHAR_STRING is not needed to compute CHAR_STRING_ARRAY. Fixes LANG-736.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2011,14/11/2011,3.1,3.1,MINOR,Document that the Mutable numbers don't work as expected with String.format. Fixes LANG-698.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,14/11/2011,3.1,3.1,MINOR,SystemUtils.IS_OS_UNIX doesn't recognize FreeBSD as a Unix system. Fixes LANG-695.,,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,,,,,,,,
2011,09/08/2011,3,3.0.1,PATCH,SerializationUtils.clone: Fallback to context classloader if class not found in current classloader. Fixes LANG-626.,,exception,ClassNotFoundException,Handle exception,Bug fix,,
2011,09/08/2011,3,3.0.1,PATCH,ToStringBuilderTest.testReflectionHierarchyArrayList fails with IBM JDK 6. Fixes LANG-727.,,Test,Adapt to newer Java version,Fix failing tests,Bug fix,,
2011,09/08/2011,3,3.0.1,PATCH,StringEscapeUtils.escapeXml(input) wrong when input contains characters in Supplementary Planes. Fixes LANG-720.,,,,Fix wrong implementation,Bug fix,,
2011,09/08/2011,3,3.0.1,PATCH,StringEscapeUtils.escapeEcmaScript from lang3 cuts off long unicode string. Fixes LANG-708.,,,,Fix wrong implementation,Bug fix,,
2011,09/08/2011,3,3.0.1,PATCH,Improve exception message when StringUtils.replaceEachRepeatedly detects recursion. Fixes LANG-686.,,exception,Improve exception message ,Code refactoring,Maintainability improvement,,
2011,09/08/2011,3,3.0.1,PATCH,Specify source encoding for Ant build. Fixes LANG-717.,,default.properties,,Fix warnings,Bug fix,,
2011,09/08/2011,3,3.0.1,PATCH,Complement ArrayUtils.addAll() variants with by-index and by-value removal methods. Fixes LANG-721.,,,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,Add Range<T> Range<T>.intersectionWith(Range<T>). Fixes LANG-726.,,,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,Add mode and median Comparable... methods to ObjectUtils. Fixes LANG-723.,,,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,Add BooleanUtils.and + or varargs methods. Fixes LANG-722.,,,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,EnumSet -> bit vector. Fixes LANG-730.,,,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,The CHAR_ARRAY cache in CharUtils duplicates the cache in java.lang.Character. Fixes LANG-734.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2011,09/08/2011,3,3.0.1,PATCH,Deprecate CharUtils.toCharacterObject(char) in favor of java.lang.Character.valueOf(char). Fixes LANG-735.,,,,Deprecate method,Deprecate functionality,,
2011,09/08/2011,3,3.0.1,PATCH,Missing method getRawMessage for ContextedException and ContextedRuntimeException. Fixes LANG-737.,,exception,,Add method,Add support for a new feature,,
2011,09/08/2011,3,3.0.1,PATCH,Use internal Java's Number caches instead creating new objects. Fixes LANG-738.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2011,18/07/2011,3,3.0.,MAJOR,,,,,,,,
2011,18/07/2011,3,3.0.,MAJOR,StringEscapeUtils.escapeXml(input) outputs wrong results when an input contains characters in Supplementary Planes. Fixes LANG-720.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,build.xml Java 1.5+ updates. Fixes LANG-718.,,,Adapt to newer Java version,Code simplification,Maintainability improvement,,
2011,18/07/2011,3,3.0.,MAJOR,swapCase and *capitalize speedups. Fixes LANG-716.,,,,Code refinement,Performance improvement,,
2011,18/07/2011,3,3.0.,MAJOR,CharSetUtils.squeeze() speedup. Fixes LANG-715.,,,,Code refinement,Performance improvement,,
2011,18/07/2011,3,3.0.,MAJOR,StringUtils doc/comment spelling fixes. Fixes LANG-714.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,Increase test coverage of FieldUtils read methods and tweak Javadoc. Fixes LANG-713.,,Test,,Increase test coverage,Quality assurance,,
2011,18/07/2011,3,3.0.,MAJOR,Add includeantruntime=false to javac targets to quell warnings in ant 1.8.1 and better (and modest performance gain). Fixes LANG-711.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,"StringIndexOutOfBoundsException when calling unescapeHtml4(""""). Fixes LANG-710.",,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,StringEscapeUtils.escapeEcmaScript from lang3 cuts off long Unicode string. Fixes LANG-708.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,StringUtils.join throws NPE when toString returns null for one of objects in collection. Fixes LANG-703.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,Add FormattableUtils class. Fixes LANG-697.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Add ClassUtils.getSimpleName() methods.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Add hashCodeMulti varargs method. Fixes LANG-692.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Removed DateUtils.UTC_TIME_ZONE. Fixes LANG-691.,,,Remove constant,Code simplification,Maintainability improvement,Preventive,
2011,18/07/2011,3,3.0.,MAJOR,Convert more of the StringUtils API to take CharSequence.,,,Convert more of the StringUtils API to take CharSequence,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.,MAJOR,EqualsBuilder synchronizes on HashCodeBuilder. Fixes LANG-685.,,,,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.,MAJOR,"StringUtils.isAlpha, isAlphanumeric and isNumeric now return false for """". Fixes LANG-428.",,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,Add support for ConcurrentMap.putIfAbsent(). Fixes LANG-678.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Documented potential NPE if auto-boxing occurs for some BooleanUtils methods. Fixes LANG-676.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,DateUtils.isSameLocalTime compares using 12 hour clock and not 24 hour. Fixes LANG-677.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,Extend exception handling in ConcurrentUtils to runtime exceptions. Fixes LANG-610.,,exception,Use runtime exceptions instead of checked,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,SystemUtils.getJavaVersionAsFloat throws StringIndexOutOfBoundsException on Android runtime/Dalvik VM. Fixes LANG-624.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,WordUtils.abbreviate() removed. Fixes LANG-673.,,,Remove method,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.,MAJOR,Doc bug in DateUtils#ceiling. Fixes LANG-672.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,StringEscapeUtils.unescapeJava doesn't handle octal escapes and Unicode with extra u. Fixes LANG-646.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,"org.apache.commons.lang3.math.Fraction does not reduce (Integer.MIN_VALUE, 2^k). Fixes LANG-662.",,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,org.apache.commons.lang3.math.Fraction does not always succeed in multiplyBy and divideBy. Fixes LANG-663.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,Change ObjectUtils min() & max() functions to use varargs rather than just two parameters. Fixes LANG-668.,,,Change implementation,Code refactoring,Maintainability improvement,,
2011,18/07/2011,3,3.0.,MAJOR,Add a Null-safe compare() method to ObjectUtils. Fixes LANG-667.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,"NumberUtils.isNumber(String) is not right when the String is ""1.1L"". Fixes LANG-664.",,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,"EntityArrays typo: {""\u2122"", ""&minus;""}, // minus sign, U+2212 ISOtech. Fixes LANG-659.",,,Fix typo,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,Some Entitys like &Ouml; are not matched properly against its ISO8859-1 representation. Fixes LANG-658.,,,,Fix wrong implementation,Bug fix,,
2011,18/07/2011,3,3.0.,MAJOR,"Example StringUtils.indexOfAnyBut(""zzabyycdxx"", '') = 0 incorrect. Fixes LANG-656.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2011,18/07/2011,3,3.0.,MAJOR,Add StringUtils.defaultIfBlank(). Fixes LANG-655.,,,,Add method,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Provide a very basic ConcurrentInitializer implementation. Fixes LANG-653.,,,,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Support lazy initialization using atomic variables. Fixes LANG-609.,,,Support lazy initialization,Add functionality,Add support for a new feature,,
2011,18/07/2011,3,3.0.,MAJOR,Enhance StrSubstitutor to support nested ${var-${subvr}} expansion. Fixes LANG-482.,,,,Change implementation,Code redesign,,
2011,18/07/2011,3,3.0.,MAJOR,Provide documentation about the new concurrent package. Fixes LANG-644.,,userguide.xml,,Add documentation,Documentation,,
