Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Generify builder classes Diffable, DiffBuilder, and DiffResult #452. Fixes LANG-1486. Thanks to Gary Gregory.",ggregory,,Make classes generic,Change implementation,Code redesign,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add ClassLoaderUtils with toString() implementations #453. Fixes LANG-1487. Thanks to Gary Gregory.,ggregory,,,Add class,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add null-safe APIs as StringUtils.toRootLowerCase(String) and StringUtils.toRootUpperCase(String) #456. Fixes LANG-1489. Thanks to Gary Gregory.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,StringIndexOutOfBoundsException in StringUtils.replaceIgnoreCase #423. Fixes LANG-1406. Thanks to geratorres.,ggregory,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,"StringUtils.removeIgnoreCase(""İa"", ""a"") throws IndexOutOfBoundsException #423. Fixes LANG-1453. Thanks to geratorres.",ggregory,exception,IndexOutOfBoundsException,Handle exception,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,junit-jupiter 5.5.1 -> 5.5.2.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Corrected usage examples in Javadocs #458. Fixes LANG-1426. Thanks to Brower, Mikko Maunu, Suraj Gautam.",ggregory,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Improve Javadoc based on the discussion of the GitHub PR #459. Thanks to Jonathan Leitschuh, Bruno P. Kinoshita, Rob Tompkins, Gary Gregory.",ggregory,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,maven-checkstyle-plugin 3.0.0 -> 3.1.0.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Update documentation related to the issue LANG-696 #449. Fixes LANG-696. Thanks to Peter Verhas.,ggregory,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,AnnotationUtils little cleanup #467. Thanks to Peter Verhas.,ggregory,,Class cleanup,Code simplification,Maintainability improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add org.apache.commons.lang3.time.Calendars. Fixes LANG-1494. Thanks to Gary Gregory.,ggregory,,,Add functionality,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add EnumUtils getEnum() methods with default values #475. Fixes LANG-1495. Thanks to Cheong Voon Leong.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Added indexesOf methods and simplified removeAllOccurences #471. Fixes LANG-1177. Thanks to Liel Fridman.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,-,,,,Code simplification,Maintainability improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Add support of lambda value evaluation for defaulting methods #416. Fixes LANG-1498. Thanks to Lysergid, Gary Gregory.",ggregory,,Support for lambda values,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,"StringUtils abbreviate returns String of length greater than maxWidth #477. Fixes LANG-1463. Thanks to bbeckercscc, Gary Gregory.",ggregory,,,Fix returning wrong output,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,Test may fail due to a different order of fields returned by reflection api #480. Fixes LANG-1500. Thanks to contextshuffling.,ggregory,Test,,Fix failing tests,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,Update test dependency: org.easymock:easymock 4.0.2 -> 4.1. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Update test dependency: org.hamcrest:hamcrest 2.1 -> 2.2. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Update test dependency: org.junit-pioneer:junit-pioneer 0.3.0 -> 0.4.2. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Update build dependency: com.puppycrawl.tools:checkstyle 8.18 -> 8.27. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Sort fields in ReflectionToStringBuilder for deterministic order #481. Fixes LANG-1501. Thanks to contextshuffling.,ggregory,,Sort fields in ReflectionToStringBuilder for deterministic order,Fix wrong implementation,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,Update POM parent: org.apache.commons:commons-parent 48 -> 50. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,BooleanUtils Javadoc #469. Thanks to Peter Verhas.,ggregory,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,Functions Javadoc #466. Thanks to Peter Verhas.,ggregory,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Add factory methods to Pair classes with Map.Entry input. #454. Fixes LANG-1503. Thanks to XenoAmess, Gary Gregory.",ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add StopWatch convenience APIs to format times and create a simple instance. Fixes LANG-1505. Thanks to Gary Gregory.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Allow a StopWatch to carry an optional message. Fixes LANG-1506. Thanks to Gary Gregory.,ggregory,,,Change implementation,Code redesign,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Add ComparableUtils #398. Fixes LANG-1507. Thanks to Sam Kruglov, Mark Dacek, Marc Magon, Pascal Schumacher, Rob Tompkins, Bruno P. Kinoshita, Amey Jadiye, Gary Gregory.",ggregory,,,Add functionality,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add org.apache.commons.lang3.SystemUtils.getUserName(). Fixes LANG-1508. Thanks to Gary Gregory.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add ObjectToStringComparator. #483. Fixes LANG-1509. Thanks to Gary Gregory.,ggregory,,,Add functionality,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add org.apache.commons.lang3.arch.Processor.Arch.getLabel(). Fixes LANG-1510. Thanks to Gary Gregory.,ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add IS_JAVA_14 and IS_JAVA_15 to org.apache.commons.lang3.SystemUtils. Fixes LANG-1512. Thanks to Gary Gregory.,ggregory,,Adapt to newer Java version,Add constants/variables,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,"ObjectUtils: Get first non-null supplier value. Fixes LANG-1513. Thanks to Bernhard Bonigl, Gary Gregory.",ggregory,,,Add method,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Added the Streams class, and Functions.stream() as an accessor thereof.",jochen,,,Add functionality,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,org.easymock:easymock 4.1 -> 4.2. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,org.junit-pioneer:junit-pioneer 0.4.2 -> 0.5.4. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,org.junit.jupiter:junit-jupiter 5.5.2 -> 5.6.0. Thanks to Gary Gregory.,ggregory,,,Bump version numbers,Update dependency,,
2020,22/03/2020,3.10.,3.10.,MINOR,Use Javadoc {@code} instead of pre tags. #490. Thanks to Peter Verhas.,ggregory,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2020,22/03/2020,3.10.,3.10.,MINOR,ExceptionUtilsTest to 100% #486. Thanks to Peter Verhas.,ggregory,Test,,Increase test coverage,Quality assurance,,
2020,22/03/2020,3.10.,3.10.,MINOR,MethodUtils will throw a NPE if invokeMethod() is called for a var-args method #407. Fixes LANG-1433. Thanks to Christian Franzen.,ggregory,exception:NPE,NullPointerException,Handle exception,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,Reuse own code in Functions.java #493. Thanks to Peter Verhas.,ggregory,,Code reuse,Code simplification,Maintainability improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,"MethodUtils.getAnnotation() with searchSupers = true does not work if super is generic #494. Fixes LANG-1518. Thanks to Michele Preti, Bruno P. Kinoshita, Gary Gregory.",ggregory,,MethodUtils.getAnnotation() with searchSupers = true does not work if super is generic,Fix wrong implementation,Bug fix,Corrective,
2020,22/03/2020,3.10.,3.10.,MINOR,"Avoid unnecessary allocation in StringUtils.wrapIfMissing. #496. Fixes LANG-1523. Thanks to Edgar Asatryan, Bruno P. Kinoshita, Gary Gregory.",ggregory,,,Avoid unnecessary allocation,Memory improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Internally use Validate.notNull(foo, ...) instead of Validate.isTrue(foo != null, ...). Fixes LANG-1525. Thanks to Edgar Asatryan, Bruno P. Kinoshita, Gary Gregory.",ggregory,,Change implementation,Code refactoring,Maintainability improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,Add 1 and 0 in toBooleanObject(final String str) #502. Fixes LANG-1526. Thanks to Dominik Schramm.,ggregory,,,Add functionality,Add support for a new feature,,
2020,22/03/2020,3.10.,3.10.,MINOR,Remove an redundant argument check in NumberUtils #504. Fixes LANG-1527. Thanks to Pengyu Nie.,ggregory,,Remove redundant check,Code refinement,Performance improvement,,
2020,22/03/2020,3.10.,3.10.,MINOR,"Deprecate org.apache.commons.lang3.ArrayUtils.removeAllOccurences(*) for org.apache.commons.lang3.ArrayUtils.removeAllOccurrences(*). Fixes LANG-1529. Thanks to Gary Gregory, BillCindy, Bruno P. Kinoshita.",ggregory,,,Deprecate method,Deprecate functionality,,
2019,09/04/2019,3.9,3.9,MINOR,,,,,,,,
2019,09/04/2019,3.9,3.9,MINOR,"FieldUtils.removeFinalModifier(Field, boolean), in java 12 throw exception because the final modifier is no longer mutable. Fixes LANG-1447.",chtompki,exception,UnsupportedOperationException,Handle exception,Bug fix,Corrective,
2019,09/04/2019,3.9,3.9,MINOR,Switch coverage from cobertura to jacoco. Fixes LANG-1446.,chtompki,,, jacoco,Support for external development tool,,
2019,09/04/2019,3.9,3.9,MINOR,-,,,,cobertura,Remove support for external development tool,,
2019,09/04/2019,3.9,3.9,MINOR,Javadoc pointing to Commons RNG. Fixes LANG-1442.,chtompki,JavaDoc,Clarify JavaDoc,Clarify documentation,Documentation,,
2019,09/04/2019,3.9,3.9,MINOR,Add more SystemUtils.IS_JAVA_XX variants. Fixes LANG-1416.,britter,,Adapt to newer Java version,Add constants/variables,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Adding the Functions class.,jochen,,,Add functionality,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Update to JUnit 5. Fixes LANG-1416.,britter,,Add support for JUnit 5,Add functionality,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Add @FunctionalInterface to ThreadPredicate and ThreadGroupPredicate. Fixes LANG-1417.,britter,,Adapt to newer Java version,Add annotation,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Update Java Language requirement to 1.8. Fixes LANG-1415.,britter,,,Align with with external Java evolution,Update dependency,,
2019,09/04/2019,3.9,3.9,MINOR,Add isEmpty method to ObjectUtils. Fixes LANG-1411. Thanks to Alexander Tsvetkov.,britter,,,Add method,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Add null-safe StringUtils.valueOf(char[]) to delegate to String.valueOf(char[]). Fixes LANG-1422.,ggregory,,,Add method,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Add API org.apache.commons.lang3.SystemUtils.isJavaVersionAtMost(JavaVersion). Fixes LANG-1427.,ggregory,,,Add method,Add support for a new feature,,
2019,09/04/2019,3.9,3.9,MINOR,Consolidate the StringUtils equals and equalsIgnoreCase Javadoc and implementation. Fixes LANG-1436.,aherbert,,,Code refactoring,Maintainability improvement,,
2019,09/04/2019,3.9,3.9,MINOR,-,,JavaDoc,Update JavaDoc,Update documentation,Documentation,,
2019,09/04/2019,3.9,3.9,MINOR,(doc) Fix javadoc for 'startIndex' parameter of StringUtils.join() methods. GitHub PR #412. Thanks to Andrei Troie aft90.,ggregory,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2018,19/09/2018,3.8,3.8.1,PATCH,,,,,,,,
2018,19/09/2018,3.8,3.8.1,PATCH,Restore BundleSymbolicName for OSGi. Fixes LANG-1419.,chtompki,,"Restore previous behaviour because of problems, introduced by previous version ",Fix regression,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,,,,,,,,
2018,15/08/2018,3.8,3.8,MINOR,FastDateParser too strict on abbreviated short month symbols. Fixes LANG-1380. Thanks to Markus Jelsma.,chas,,FastDateParser too strict on abbreviated short month symbols,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,JsonToStringStyle does not escape string names. Fixes LANG-1396.,sebb,,,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,JsonToStringStyle does not escape double quote in a string value. Fixes LANG-1395. Thanks to Jim Gan.,sebb,,,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,"New Java version (""11"") must be handled. Fixes LANG-1384. Thanks to Ian Young.",erans,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2018,15/08/2018,3.8,3.8,MINOR,ExceptionUtils#getRootCause(Throwable t) should return t if no lower level cause exists. Fixes LANG-1364. Thanks to Zheng Xie.,pschumacher,exception,,Fix inconsistency,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,NumberUtils.isNumber assumes number starting with Zero. Fixes LANG-1060. Thanks to Piotr Kosmala.,pschumacher,,isNumber assumes number starting with Zero,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,"defaultString(final String str) in StringUtils to reuse defaultString(final String str, final String defaultStr). Fixes LANG-1375. Thanks to Jerry Zhao.",kinow,,Code reuse,Code simplification,Maintainability improvement,,
2018,15/08/2018,3.8,3.8,MINOR,Parsing Json Array failed. Fixes LANG-1374. Thanks to Jaswanth Bala.,kinow,,Parsing Json Array failed,Fix parsing,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,Fix TypeUtils#parameterize to work correctly with narrower-typed array. Fixes LANG-1371. Thanks to Dmitry Ovchinnikov.,pschumacher,,TypeUtils#parameterize to work correctly with narrower-typed array,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,Fix EventCountCircuitBreaker increment batch. Fixes LANG-1370. Thanks to Andre Dieb.,kinow,,,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,NumberUtils.createNumber() throws StringIndexOutOfBoundsException instead of NumberFormatException. Fixes LANG-1385. Thanks to Rohan Padhye.,ggregory,exception,,Fix throwing wrong exception,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,WordUtils.wrap throws StringIndexOutOfBoundsException when wrapLength is Integer.MAX_VALUE. Fixes LANG-1397. Thanks to Takanobu Asanuma.,ggregory,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,"Typo in JavaDoc for lastIndexOf. Fixes LANG-1401. Thanks to Roman Golyshev, Alex Mamedov.",pschumacher,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2018,15/08/2018,3.8,3.8,MINOR,ObjectUtils.identityToString(Object) and friends should allocate builders and buffers with a size. Fixes LANG-1367. Thanks to Gary Gregory.,ggregory,,,Avoid unnecessary allocation,Memory improvement,,
2018,15/08/2018,3.8,3.8,MINOR,EnumUtils.getEnumIgnoreCase and isValidEnumIgnoreCase methods added. Fixes LANG-1352. Thanks to Ruslan Sibgatullin.,pschumacher,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,Add ToStringSummary annotation. Fixes LANG-1372. Thanks to Sérgio Ozaki.,pschumacher,,,Add annotation,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,Add bypass option for classes to recursive and reflective EqualsBuilder. Fixes LANG-1356. Thanks to Yathos UG.,pschumacher,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,"Improve Javadoc for StringUtils.isAnyEmpty(null). Fixes LANG-1391. Thanks to Sauro Matulli, Oleg Chubaryov.",ggregory,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2018,15/08/2018,3.8,3.8,MINOR,"Add API SystemUtils.String getEnvironmentVariable(final String name, final String defaultValue). Fixes LANG-1393. Thanks to Gary Gregory.",ggregory,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,"org.apache.commons.lang3.SystemUtils should not write to System.err. Fixes LANG-1394. Thanks to Sebb, Gary Gregory.",ggregory,,SystemUtils should not write to System.err,Fix wrong implementation,Bug fix,Corrective,
2018,15/08/2018,3.8,3.8,MINOR,"Add RegexUtils class instead of overloading methods in StringUtils that take a regex to take precompiled Pattern. Fixes LANG-1238. Thanks to Christopher Cordeiro, Gary Gregory, Bruno P. Kinoshita, Oleg Chubaryov.",ggregory,,,Add functionality,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,StringUtils.join() with support for List<?> with configurable start/end indices. Fixes LANG-1390. Thanks to Jochen Schalanda.,ggregory,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,Methods for getting first non empty or non blank value. Fixes LANG-1392. Thanks to Jeff Nelson.,pschumacher,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,Remove checks for java versions below the minimum supported one. Fixes LANG-1405. Thanks to Lars Grefer.,ggregory,,Remove redundant check,Code refinement,Performance improvement,,
2018,15/08/2018,3.8,3.8,MINOR,Null/index safe get methods for ArrayUtils. Fixes LANG-1402. Thanks to Mark Dacek.,chtompki,,,Add method,Add support for a new feature,,
2018,15/08/2018,3.8,3.8,MINOR,Rounding utilities for converting to BigDecimal. Fixes LANG-1408.,chtompki,,,Add method,Add support for a new feature,,
2017,04/11/2017,3.7,3.7,MINOR,,,,,,,,
2017,04/11/2017,3.7,3.7,MINOR,Fix tests DateUtilsTest for Java 9 with en_GB locale. Fixes LANG-1362. Thanks to Stephen Colebourne.,ggregory,Test,,Fix failing tests,Bug fix,Corrective,
2017,04/11/2017,3.7,3.7,MINOR,"Fix NullPointerException in isJavaVersionAtLeast on Java 10, add SystemUtils.IS_JAVA_10, add JavaVersion.JAVA_10. Fixes LANG-1365. Thanks to Gary Gregory.",ggregory,exception:NPE,NullPointerException,Handle exception,Bug fix,Corrective,
