Year1;Year;Date; ;Version;RELEASE;Changes;By; ;Type;General;General Category;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Make code style of hasBOM() consistent with getBOMCharsetName(). Fixes IO-553. Thanks to Michael Ernst.;britter;;Fix method inconsistency;Fix inconsistency;Code redesign;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;ClosedOutputStream#flush should throw. Fixes IO-546. Thanks to Tomas Celaya.;pschumacher;;ClosedOutputStream#flush is not overridden and will silently succeed;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add Automatic-Module-Name MANIFEST entry for Java 9 compatibility. Fixes IO-551.;britter;;Add Automatic-Module-Name MANIFEST entry for Java 9 compatibility.;Align with with external Java evolution;Update dependency;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Documentation issue, fix 404 Javadoc issues in the description page. Fixes IO-550. Thanks to Jimi Adrian.;kinow;;Fix JavaDoc;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;FileUtils#readFileToByteArray: optimize reading of files with known size. Fixes IO-542. Thanks to Ilmars Poikans.;pschumacher;;read content into pre-allocated byte array;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Throw a IllegalArgumentException instead of NullPointerException in FileSystemUtils.freeSpaceWindows(). Fixes IO-547. Thanks to Nikhil Shinde, Michael Ernst, Gary Greory.;ggregory;;Throw a IllegalArgumentException instead of NullPointerException;Fix throwing wrong exception;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add convenience methods for copyToDirectory. Fixes IO-367. Thanks to James Sawle.;pschumacher;;Add convenience methods for another method;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Javadoc contradictory for FileFilterUtils.ageFileFilter(cutoff) and the filter it constructs: AgeFileFilter(cutoff). Fixes IO-442. Thanks to Simon Robinson.;pschumacher;;Fix JavaDoc;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;FileUtilTestCase.testForceDeleteDir() should not delete testDirectory parent. Fixes IO-534.;sebb;;FileUtilTestCase.testForceDeleteDir() should not delete testDirectory parent;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;fix Tailer.run race condition runaway logging. Fixes IO-528. Thanks to Dave Moten.;pschumacher;;;Fix race condition;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;getPrefixLength return -1 if Unix file contains colon. Fixes IO-483. Thanks to Marko Vasic.;kinow;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;FileUtilsTestCase#testContentEqualsIgnoreEOL fails on Windows. Fixes IO-520.;pschumacher;;;Fix failing tests;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;.gitattributes not correctly applied. Fixes IO-516. Thanks to Jason Pyeron.;pschumacher;;.gitattributes not correctly applied;Fix integration with external development tool;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Allow Specifying Initial Buffer Size of DeferredFileOutputStream. Fixes IO-515. Thanks to Brett Lounsbury, Gary Gregory.;ggregory;;;Avoid unnecessary allocation;Memory improvement;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;ThresholdingOutputStream.thresholdReached() results in FileNotFoundException. Fixes IO-512. Thanks to Ralf Hauser.;ggregory;;FileNotFoundException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;After a few unit tests, a few newly created directories not cleaned completely. Fixes IO-511. Thanks to Ahmet Celik.;britter;;directories not cleaned completely;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Exceptions are suppressed incorrectly when copying files. Fixes IO-502. Thanks to Christian Schulte.;ggregory;;Exceptions are suppressed incorrectly when copying files;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Update platform requirement to Java 7. Fixes IO-503.;ggregory;;Update platform requirement to Java 7.;Align with with external Java evolution;Code redesign;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;BOMInputStream shouldn't sort array of BOMs in-place. Fixes IO-537. Thanks to Borys Zibrov.;ggregory;;BOMInputStream shouldn't sort array of BOMs in-place;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Deprecate methods FileSystemUtils.freeSpaceKb(). Fixes IO-506. Thanks to Christian Schulte.;ggregory;;;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Make LineIterator implement Closeable to support try-with-resources statements. Fixes IO-505. Thanks to Christian Schulte.;ggregory;;Make LineIterator implement Closeable to support try-with-resources statements;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Deprecated of all IOUtils.closeQuietly() methods and use try-with-resources internally. Fixes IO-504. Thanks to Christian Schulte.;ggregory;;use try-with-resources internally;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add infinite circular input stream. Fixes IO-493. Thanks to Piotr Turski.;pschumacher;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add a ByteOrderParser class. Fixes IO-507.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add ObservableInputStream. Fixes IO-518.;jochen;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add MessageDigestCalculatingInputStream. Fixes IO-519.;jochen;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Add convenience methods for reading class path resources. Fixes IO-513. Thanks to Behrang Saeedzadeh.;ggregory;;Add convenience methods for reading class path resources;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Remove org.apache.commons.io.Java7Support. Fixes IO-514.;pschumacher;;Remove class;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+12 years;2017;15.10.2017;2,6;2.6.0;MINOR;Implement special case handling for NTFS ADS names: FilenameUtils.getExtension(String), and FilenameUtils.indexOfExtension(String) are now throwing an IllegalArgumentException, if the file name in question appears to identify an alternate data stream (Windows only). Fixes IO-567.;jochen;;Throw exception when needed;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;"Typo: In an IOUtils.java comment it says ""focussed"" instead of ""focused"". Fixes IO-492. Thanks to Santiago Castro.";ggregory;;Fix typo in a comment;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Converted all test cases to JUnit 4. Fixes IO-433.;krosenvold;;Add support for JUnit 4;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add ValidatingObjectInputStream for controlled deserialization. Fixes IO-487.;bdelacretaz;;for controlled deserialization;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;adds an endOfFileReached method to the TailerListener. Fixes IO-446. Thanks to Jeffrey Barrus.;krosenvold;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FilenameUtils should handle embedded null bytes. Fixes IO-484. Thanks to Philippe Arteau.;krosenvold;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Changed/Corrected algorithm for waitFor. Fixes IO-481.;krosenvold;;Changed/Corrected algorithm for waitFor;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Support for additional encodings in ReversedLinesFileReader. Fixes IO-471. Thanks to Leandro Reis.;krosenvold;;Support for additional encodings;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;BOMInputStream.skip returns wrong count if stream contains no BOM. Fixes IO-428. Thanks to Stefan Gmeiner.;krosenvold;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Setter method for threshold on ThresholdingOutputStream. Fixes IO-425. Thanks to Craig Swank.;krosenvold;;setter;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.waitFor(...) swallows thread interrupted status. Fixes IO-488. Thanks to Björn Buchner.;krosenvold;;file age validation;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Support for symlinks with missing target. Added support for JDK7 symlink features when present. Fixes IO-452. Thanks to David Standish.;krosenvold;;Adapt to older Java version ;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Added testcase to show this was fixed with IO-423. Fixes IO-466.;krosenvold;;;Increase test coverage;Quality assurance;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Correct exception message in FileUtils.getFile(File, String...). Fixes IO-479. Thanks to Zhouce Chen.;sebb;;Fix exception message;Fix conformance to specification;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Introduce new class AppendableOutputStream. Fixes IO-406. Thanks to Niall Pemberton.;britter;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Update to JUnit 4.12. Fixes IO-465. Thanks to based2.;britter;;Update to JUnit 4.12;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;IOExceptionWithCause no longer needed. Fixes IO-462.;sebb;;Adapt to newer Java version ;Deprecate class;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add WindowsLineEndingInputStream and UnixLineEndingInputStream. Fixes IO-459. Thanks to Kristian Rosenvold.;olamy;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add a BoundedReader, a wrapper that can be used to constrain access to an underlying stream when used with mark/reset - to avoid overflowing the mark limit of the underlying buffer. Fixes IO-457. Thanks to Kristian Rosenvold.;olamy;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Regression in FileUtils.readFileToString from 2.0.1. Fixes IO-453. Thanks to Steven Christou.;sebb;;;Fix regression;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;ant test fails - resources missing from test classpath. Fixes IO-451. Thanks to David Standish.;sebb;;Fix failing test;Fix failing build;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Document that FileUtils.deleteDirectory, directoryContains and cleanDirectory may throw an IllegalArgumentException in case the passed directory does not exist or is not a directory. Fixes IO-435. Thanks to Dominik Stadler.;tn;;Javadoc of methods in FileUtils does not mention thrown IllegalArgumentException;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add API IOUtils.closeQuietly(Closeable...). Fixes IO-426.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Javadoc fixes, mostly to appease 1.8.0. Fixes IO-424. Thanks to Ville Skyttä.;ggregory;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Deprecate Charsets Charset constants in favor of Java 7's java.nio.charset.StandardCharsets. Fixes IO-422.;ggregory;;NIO;Deprecate constant;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Readfully() That Returns A Byte Array. Fixes IO-410. Thanks to Beluga Behr.;sebb;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Overload IOUtils buffer methods to accept buffer size. Fixes IO-395. Thanks to Beluga Behr.;brentworden;;Overload IOUtils buffer methods to accept buffer size;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.sizeOfDirectory can throw IllegalArgumentException. Fixes IO-389. Thanks to Austin Doupnik.;sebb;;FileUtils.sizeOfDirectory can throw IllegalArgumentException;Fix concurrency;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.sizeOfDirectoryAsBigInteger can overflow. Ensure that recursive calls all use BigInteger. Fixes IO-390.;sebb;;;Fix overflow;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Chunked IO for large arrays. Added writeChunked(byte[], OutputStream) and writeChunked(char[] Writer) Added ChunkedOutputStream, ChunkedWriter. Fixes IO-382.;sebb;;Add classes;Reduce memory consumption;Memory improvement;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.doCopyFile can potentially loop forever Exit loop if no data to copy. Fixes IO-385.;sebb;;;Fix infinite loop;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;"FileUtils.doCopyFile caches the file size; needs to be documented Added Javadoc; show file lengths in exception message. Fixes IO-383.";sebb;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Convert IOCase to a Java 1.5+ Enumeration [N.B. this is binary compatible]. Fixes IO-239.;sebb;;Adapt to newer Java version ;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add Methods for Buffering Streams/Writers To IOUtils Added overloaded buffer() methods - see also IO-330. Fixes IO-233.;sebb;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;IOUtils#toBufferedOutputStream/toBufferedWriter to conditionally wrap the output Added overloaded buffer() methods - see also IO-233. Fixes IO-330.;sebb;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add FileUtils.copyInputStreamToFile API with option to leave the source open. See copyInputStreamToFile(final InputStream source, final File destination, boolean closeSource). Fixes IO-381.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.copyInputStreamToFile should document it closes the input source. Fixes IO-380. Thanks to claudio_ch.;sebb;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Tailer erroneously considers file as new. Fix to use file.lastModified() rather than System.currentTimeMillis(). Fixes IO-279.;sebb;;use file.lastModified() rather than System.currentTimeMillis();Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;"CharSequenceInputStream#reset() behaves incorrectly in case when buffer size is not dividable by data size. Fix code so skip relates to the encoded bytes; reset now re-encodes the data up to the point of the mark. Fixes IO-356.";sebb;;"Fix code so skip relates to the encoded bytes; reset now re-encodes the data up to the point of the mark";Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;CharSequenceInputStream - add tests for available() Fix code so it really does reflect a minimum available. Fixes IO-379.;sebb;;;Increase test coverage;Quality assurance;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;"getPrefixLength returns null if filename has leading slashes Javadoc: add examples to show correct behavior; add unit tests. Fixes IO-328.";sebb;;Fix ambiguous JavaDoc;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.listFilesAndDirs includes original dir in results even when it doesn't match filter Javadoc: clarify that original dir is included in the results. Fixes IO-299.;sebb;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add ByteArrayOutputStream.toInputStream(). Fixes IO-346.;sebb;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;ClassLoaderObjectInputStream does not handle primitive typed members. Fixes IO-368.;sebb;;Handle correctly primitve types;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;A constant for holding the BOM character (U+FEFF). Fixes IO-341.;sebb;;A constant for holding the BOM character (U+FEFF);Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Deprecate all methods that use the default encoding. Fixes IO-314.;sebb;;Deprecate all methods that use the default encoding;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;When a file is rotated, finish reading previous file prior to starting new one. Fixes IO-338.;sebb;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Commons IO Tailer does not respect UTF-8 Charset. Fixes IO-354.;sebb;;Commons IO Tailer does not respect UTF-8 Charset;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;What should happen in FileUtils.sizeOf[Directory] when an overflow takes place? Added Javadoc. Fixes IO-323.;sebb;;;Add documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FileUtils.moveDirectory can produce misleading error message on failure. Fixes IO-372.;sebb;;Improve exception message ;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;FilenameUtils.splitOnTokens(String text) check for '**' could be simplified. Fixes IO-375.;sebb;;Use caching to simplify check;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;WildcardFileFilter ctors should not use null to mean IOCase.SENSITIVE when delegating to other ctors. Fixes IO-374.;sebb;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;IOUtils.contentEquals* methods returns false if input1 == input2, should return true. Fixes IO-362. Thanks to mmadson, ggregory.;ggregory;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add API FileUtils.forceMkdirsParent(). Fixes IO-361.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add API Charsets.requiredCharsets(). Fixes IO-360.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add IOUtils.skip and skipFully(ReadableByteChannel, long). Fixes IO-359. Thanks to yukoba.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add IOUtils.read and readFully(ReadableByteChannel, ByteBuffer buffer). Fixes IO-358. Thanks to yukoba.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;[Tailer] InterruptedException while the thread is sleeping is silently ignored. Fixes IO-357. Thanks to mortenh.;ggregory;;Tailer silently ignores interruptions while sleeping;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add API IOUtils.copy(InputStream, OutputStream, int). Fixes IO-353. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Add API with array offset and length argument to FileUtils.writeByteArrayToFile. Fixes IO-349. Thanks to scop.;ggregory;;methods that take an offset and length should be added, inline with the byte array-oriented methods in the Java standard library;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Spelling fixes. Fixes IO-352. Thanks to scop.;ggregory;;Fix spelling;Stylistic improvement;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Missing information in IllegalArgumentException thrown by org.apache.commons.io.FileUtils#validateListFilesParameters. Fixes IO-348. Thanks to plcstpierre.;ggregory;;Improve exception message ;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Supply a hook method allowing Tailer actively determining stop condition. Fixes IO-345. Thanks to mkresse.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Improper Javadoc comment for FilenameUtils.indexOfExtension. Fixes IO-436. Thanks to christoph.schneegans.;ggregory;;;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+11 years;2016;22.04.2016;2,5;2.5.0;MINOR;Make IOUtils.EOF public and reuse it in various classes. Fixes IO-437.;ggregory;;Make constant public and reuse it;Change access modifier;Code redesign;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;org.apache.commons.io.comparator Javadoc is inconsistent with real code. Fixes IO-343. Thanks to igorlash.;ggregory;;Javadoc is inconsistent with real code;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Yottabyte (YB) incorrectly defined in FileUtils. Fixes IO-336. Thanks to rleavelle.;ggregory;;Yottabyte (YB) incorrectly defined in FileUtils;Fix declaration;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Tailer locks file from deletion/rename on Windows. Fixes IO-269. Thanks to sebb.;ggregory;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Tailer erroneously considers file as new. Fixes IO-279. Thanks to Sergio Bossa, Chris Baron.;sebb;;Tailer erroneously considers file as new;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Tailer#readLines - incorrect CR handling. Fixes IO-335.;sebb;;incorrect CR handling;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;"FileUtils.toURLs throws NPE for null parameter; document the behavior. Fixes IO-334.";sebb;;"FileUtils.toURLs throws NPE for null parameter; document the behavior";Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Export OSGi packages at version 1.x in addition to 2.x. Fixes IO-333. Thanks to fmeschbe.;ggregory;;Export OSGi packages at version 1.x in addition to 2.x;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Add XmlStreamReader support for UTF-32. Fixes IO-320. Thanks to ggregory.;ggregory;;Add XmlStreamReader support for UTF-32;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;BOMInputStream wrongly detects UTF-32LE_BOM files as UTF-16LE_BOM files in method getBOM(). Fixes IO-331. Thanks to ggregory.;ggregory;;BOMInputStream wrongly detects UTF-32LE_BOM files as UTF-16LE_BOM files in method getBOM();Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Improve tailer's reading performance. Fixes IO-332. Thanks to liangly.;ggregory;;Use large buffer to avoid accessing the underlying system;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Improve Tailer performance with buffered reads (see IO-332). Fixes IO-279.;ggregory;;Use large buffer to avoid accessing the underlying system;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;FileUtils.writeLines uses unbuffered IO. Fixes IO-329. Thanks to tivv.;ggregory;;Use large buffer to avoid accessing the underlying system;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Add byteCountToDisplaySize(BigInteger). Fixes IO-327. Thanks to ggregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Add new FileUtils.sizeOf[Directory] APIs to return BigInteger. Fixes IO-326. Thanks to ggregory, kinow.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Add IOUtils.toByteArray methods to work with URL and URI. Fixes IO-325. Thanks to raviprak.;ggregory;;To work with URL and URI;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;Add missing Charset sister APIs to method that take a String charset name. Fixes IO-324. Thanks to raviprak.;ggregory;;Method that take a String charset name;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+7 years;2012;12.06.2012;2,4;2.4.0;MINOR;FileUtils.sizeOfDirectory follows symbolic links. Fixes IO-319. Thanks to raviprak.;ggregory;;IllegalArgumentException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+7 years;2012;10.04.2012;2,3;2.3.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
