Year1;Year;Date; ;Version;RELEASE;Changes;By; ;Type;General;General Category;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Deprecate constant;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add NullInputStream.INSTANCE. Thanks to Gary Gregory.;ggregory;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add NullReader.INSTANCE. Thanks to Gary Gregory.;ggregory;;;Add constants/variables;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.readString(Path, Charset). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileUtils.newOutputStream(File, boolean). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.newOutputStream(Path, boolean). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add UncheckedAppendable. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and reuse UncheckedIOExceptions. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.getTempDirectory(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileSystem.getNameSeparator(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileSystem.normalizeSeparators(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.isNewer(Path, FileTime, LinkOption...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.isNewer(Path, Instant, LinkOption...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add AgeFileFilter.AgeFileFilter(Instant). Add AgeFileFilter.AgeFileFilter(Instant, boolean). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileUtils.lastModifiedFileTime(File). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileTimes. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.waitFor(Path, Duration, LinkOption...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add org.apache.commons.io.input.Tailer.getDelayDuration(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileUtils.current(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use PathUtils.setLastModifiedTime(Path) for more precision. Add and use PathUtils.setLastModifiedTime(Path, Path) for more precision. Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use PathUtils.isNewer(Path, ChronoZonedDateTime, LinkOption...) for more precision. Add and use PathUtils.isNewer(Path, Path) for more precision. Add and use FileUtils.isNewer(File, FileTime) for more precision. Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use PathUtils.isOlder(Path, FileTime, LinkOption...). Add and use PathUtils.isOlder(Path, Instant, LinkOption...). Add and use PathUtils.isOlder(Path, long, LinkOption...). Add and use PathUtils.isOlder(Path, Path). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use PathUtils.sizeOf(Path). Add and use PathUtils.sizeOfAsBigInteger(Path). Add and use PathUtils.sizeOfDirectory(Path). Add and use PathUtils.sizeOfDirectoryAsBigInteger(Path). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use IOCase.value(IOCase, IOCase). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add Tailer.Tailable interface to allow tailing of remote files for example using jCIFS. Thanks to Jon Freedman, Gary Gregory.;jonfreedman;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use RandomAccessFileMode. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.writeString(Path, CharSequence, Charset, OpenOption...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtiFiles.getFileAttributeView() shorthands: - PathUtils.getAclFileAttributeView(Path, LinkOption...) - PathUtils.getDosFileAttributeView(Path, LinkOption...) - PathUtils.getPosixFileAttributeView(Path, LinkOption...) Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Make commons-io a JPMS module by adding module-info.class. Fixes IO-747.;mgrigorov;;Make commons-io a proper JPMS module;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOUtils method to copy output stream to input stream #281. Fixes IO-753. Thanks to SebastianDietrich, Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.isPosix(Path, LinkOption...). #290 Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.readAttributes(Path, Class, LinkOption...). #290 Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOExceptionList.checkEmpty(List, Object). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOBiConsumer, IOTriConsumer, IOComparator, IOUnaryOperator, IOBinaryOperator. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and reuse IOConsumer forAll(*), forEach(*), and forEachIndexed(*). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add CharsetEncoders. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add CharsetDecoders. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.createParentDirectories(Path, LinkOption, FileAttribute...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Update FileEntry to use FileTime instead of long for file time stamps. Thanks to Gary Gregory.;ggregory;;use FileTime instead of long for file time stamps;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add more tests for IOUtils.contentEqualsIgnoreEOL #137. Fixes IO-680. Thanks to XenoAmess, sebbASF, Gary Gregory.;ggregory;;;Increase test coverage;Quality assurance;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Reduce boilerplate through new UncheckedIO class and friends in org.apache.commons.io.function. Thanks to Gary Gregory.;ggregory;;Reduce boilerplate code;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.touch(Path). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileSystem.getIllegalFileNameCodePoints(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileUtils.isFileNewer(File, ChronoLocalDate, OffsetTime). Add FileUtils.isFileNewer(File, OffsetDateTime). Add FileUtils.isFileOlder(File, ChronoLocalDate, OffsetTime). Add FileUtils.isFileOlder(File, OffsetDateTime). Thanks to Isira Seneviratne, Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOBiConsumer.noop(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOUtils.closeQuietly(Iterable<Closeable>). Add IOUtils.closeQuietly(Stream<Closeable>). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add Charsets.toCharset(Charset, Charset). Add Charsets.toCharset(String, Charset). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add XmlStreamWriter(OutputStream, Charset). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add PathUtils.getLastModifiedFileTime(*). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOBiFunction, IOTriFunction, IOQuadFunction, IOPredicate, IOIterator, IOSpliterator, IOBaseStream, IOStream, FilesUncheck. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOUtils.consume(Reader). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOSupplier.asSupplier(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOFunction.asFunction(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add IOConsumer.asConsumer(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add TimestampedObserver.isClosed(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;IOExceptionList implements Iterable. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add support for Appendable to HexDump #418. Fixes IO-784. Thanks to Fredrik Kjellberg, Gary Gregory.;ggregory;;Add support for Appendable to HexDump;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add and use ThreadUtils. Thanks to DaGeRe, Gary Gregory.;ggregory;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add UnsynchronizedFilterInputStream. Fixes IO-786. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add UnsynchronizedBufferedInputStream. Fixes IO-786. Thanks to Gary Gregory, Benoit Tellier.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add FileSystem.getBlockSize(). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Add builders and avoid creating more constructors for all permutations of current options. Thanks to Gary Gregory.;ggregory;;Add builders;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;Avoid creating more constructors for all permutations of current options;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Refactor using new Supplier API IOUtils.toString(IOSupplier<InputStream>, Charset[, IOSupplier<String>]). Thanks to Gary Gregory, maxxedev.;ggregory;;;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Refactor using new Supplier API org.apache.commons.io.file.PathUtils.copy(IOSupplier<InputStream>, Path, CopyOption...). Thanks to Gary Gregory, maxxedev.;ggregory;;;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump actions/cache from 2.1.6 to 3.0.10 #307, #337, #393. Thanks to Dependabot, Gary Gregory.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump actions/checkout from 2.3.4 to 3.1.0 #286, #298, #330, #392. Thanks to Dependabot, Gary Gregory.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump actions/setup-java from 2 to 3.6.0 #346, #397. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump github/codeql-action from 1 to 2 #353. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump Maven Javadoc plugin from 3.2.0 to 3.4.1. Thanks to Dependabot, Gary Gregory.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump spotbugs-maven-plugin from 4.2.3 to 4.7.3.0 #250, #259, #272, #274, #285, #288, #289, #305, #315, #326, #338, #360, #366, #370, #380, #395, #403. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump spotbugs from 4.5.2 to 4.7.3 #313, #317, #357, #382, #398. Thanks to Gary Gregory, Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump JUnit from 5.7.2 to 5.8.2. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump maven-enforcer-plugin from 3.0.0-M3 to 3.3.0 #255, #363, #431, #446. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump checkstyle from 8.44 to 9.3 #256, #257, #266, #279, #292. #308. Thanks to Dependabot, Gary Gregory.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump junit-bom from 5.8.0-M1 to 5.9.1 #260, #271, #275, #309, #386. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump mockito-inline from 3.11.2 to 4.11.0 #262, #264, #282, #306, #314, #331, #348, #359, #381, #399, #405, #414, #420. Thanks to Dependabot, Gary Gregory.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump jmh.version from 1.32 to 1.36 #258, #316, #342, #404. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump moditect-maven-plugin from 1.0.0.RC1 to 1.0.0.Final #280, #439, #445. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump junit-pioneer from 1.4.2 to 1.9.1 #304. #335, #362, #402, #406, #409. Thanks to Dependabot, Gary Gregory.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump japicmp-maven-plugin from 0.15.3 to 0.16.0. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump commons-parent from 52 to 57 #388, #415, #421, #184. Thanks to Gary Gregory, Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;-;;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump jacoco-maven-plugin from 0.8.7 to 0.8.8. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump maven-antrun-plugin from 3.0.0 to 3.1.0 #354. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump commons.surefire.version 3.0.0-M5 to 3.0.0-M7. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump PMD from 6.44.0 to 6.52.0. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump maven-pmd-plugin from 3.16.0 to 3.19.0. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump apache-rat from 0.13 to 0.14. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump exec-maven-plugin from 3.0.0 to 3.1.0 #369. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump maven-checkstyle-plugin from 3.1.2 to 3.2.0 #376. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump apache-rat-plugin from 0.14 to 0.15 #387. Thanks to Dependabot.;kinow;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump default buffer size for CharSequenceInputStream to IOUtils#DEFAULT_BUFFER_SIZE. Thanks to Gary Gregory.;ggregory;;Bump default buffer size for CharSequenceInputStream to IOUtils#DEFAULT_BUFFER_SIZE;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump default buffer size for ChunkedOutputStream to IOUtils#DEFAULT_BUFFER_SIZE. Thanks to Gary Gregory.;ggregory;;Bump default buffer size for ChunkedOutputStream to IOUtils#DEFAULT_BUFFER_SIZE;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+18 years;2023;13.05.2023;2.12.;2.12.0;MINOR;Bump default buffer size for ChunkedWriter to IOUtils#DEFAULT_BUFFER_SIZE. Thanks to Gary Gregory.;ggregory;;Bump default buffer size for ChunkedWriter to IOUtils#DEFAULT_BUFFER_SIZE;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
